date,temperature,humidite
2025-10-07 20:40:00,10.6,94
2025-10-07 20:50:00,10.5,94
2025-10-07 21:00:00,10.2,94
2025-10-07 21:10:00,9.9,94
2025-10-07 21:20:00,9.7,94
2025-10-07 21:30:00,9.7,95
2025-10-07 21:40:00,9.6,95
2025-10-07 21:50:00,9.5,95
2025-10-07 22:00:00,9.2,94
2025-10-07 22:10:00,8.9,95
2025-10-07 22:20:00,8.7,95
2025-10-07 22:30:00,8.8,95
2025-10-07 22:40:00,8.7,95
2025-10-07 22:50:00,8.6,95
2025-10-07 23:00:00,8.6,96
2025-10-07 23:10:00,8.4,95
2025-10-07 23:20:00,8.6,96
2025-10-07 23:30:00,8.8,96
2025-10-07 23:40:00,8.8,96
2025-10-07 23:50:00,8.7,96
2025-10-08 00:00:00,8.4,96
2025-10-08 00:10:00,8.3,96
2025-10-08 00:20:00,8.1,96
2025-10-08 00:30:00,7.8,96
2025-10-08 00:40:00,7.7,96
2025-10-08 00:50:00,7.7,96
2025-10-08 01:00:00,7.6,96
2025-10-08 01:10:00,7.4,96
2025-10-08 01:20:00,7.3,96
2025-10-08 01:30:00,7.3,96
2025-10-08 01:40:00,7.1,96
2025-10-08 01:50:00,6.8,96
2025-10-08 02:00:00,6.9,97
2025-10-08 02:10:00,6.8,96
2025-10-08 02:20:00,6.6,96
2025-10-08 02:30:00,6.5,97
2025-10-08 02:40:00,6.4,96
2025-10-08 02:50:00,6.3,97
2025-10-08 03:00:00,6.5,97
2025-10-08 03:10:00,6.5,97
2025-10-08 03:20:00,6.6,97
2025-10-08 03:30:00,6.9,98
2025-10-08 03:40:00,7.1,98
2025-10-08 03:50:00,7.3,98
2025-10-08 04:00:00,7.4,98
2025-10-08 04:10:00,7.7,98
2025-10-08 04:20:00,7.9,98
2025-10-08 04:30:00,8.1,98
2025-10-08 04:40:00,8.2,98
2025-10-08 04:50:00,8.2,98
2025-10-08 05:00:00,8.3,98
2025-10-08 05:10:00,8.3,98
2025-10-08 05:20:00,8.3,98
2025-10-08 05:30:00,8.3,98
2025-10-08 05:50:00,8.5,98
2025-10-08 06:00:00,8.6,98
2025-10-08 06:10:00,8.4,97
2025-10-08 06:20:00,8.1,97
2025-10-08 06:30:00,7.9,97
2025-10-08 06:40:00,7.8,97
2025-10-08 06:50:00,7.7,98
2025-10-08 07:00:00,7.7,98
2025-10-08 07:10:00,8,98
2025-10-08 07:20:00,8.6,99
2025-10-08 07:30:00,9.1,99
2025-10-08 07:40:00,9.6,99
2025-10-08 07:50:00,10.2,99
2025-10-08 08:00:00,10.6,99
2025-10-08 08:10:00,11,99
2025-10-08 08:20:00,11.4,99
2025-10-08 08:30:00,11.9,99
2025-10-08 08:40:00,12.4,99
2025-10-08 08:50:00,12.9,99
2025-10-08 09:00:00,13.3,99
2025-10-08 09:10:00,13.6,98
2025-10-08 09:20:00,13.8,98
2025-10-08 09:30:00,13.9,98
2025-10-08 09:40:00,14.1,98
2025-10-08 09:50:00,14.3,97
2025-10-08 10:00:00,14.6,96
2025-10-08 10:10:00,14.8,95
2025-10-08 10:20:00,15.2,92
2025-10-08 10:30:00,15.1,91
2025-10-08 10:40:00,15.4,90
2025-10-08 10:50:00,15.8,89
2025-10-08 11:00:00,15.6,86
2025-10-08 11:10:00,15.4,87
2025-10-08 11:20:00,15.8,85
2025-10-08 11:30:00,15.8,84
2025-10-08 11:40:00,15.8,84
2025-10-08 11:50:00,16.3,84
2025-10-08 12:00:00,16.1,83
2025-10-08 12:10:00,16,82
2025-10-08 12:20:00,16.1,81
2025-10-08 12:30:00,16.1,79
2025-10-08 12:40:00,16.2,79
2025-10-08 12:50:00,16.3,79
2025-10-08 13:00:00,16.3,79
2025-10-08 13:10:00,17.1,76
2025-10-08 13:20:00,16.9,75
2025-10-08 13:30:00,16.6,75
2025-10-08 13:40:00,16.5,76
2025-10-08 13:50:00,16.2,77
2025-10-08 14:00:00,16.1,79
2025-10-08 14:10:00,15.9,80
2025-10-08 14:20:00,15.9,78
2025-10-08 14:30:00,16,78
2025-10-08 14:40:00,15.9,78
2025-10-08 14:50:00,15.9,78
2025-10-08 15:00:00,15.8,79
2025-10-08 15:10:00,15.8,79
2025-10-08 15:20:00,15.7,80
2025-10-08 15:30:00,15.6,81
2025-10-08 15:40:00,15.5,82
2025-10-08 15:50:00,15.5,82
2025-10-08 16:00:00,15.4,83
2025-10-08 16:10:00,15.4,83
2025-10-08 16:20:00,15.2,84
2025-10-08 16:30:00,15.2,85
2025-10-08 16:40:00,15.1,85
2025-10-08 16:50:00,15,86
2025-10-08 17:00:00,14.9,86
2025-10-08 17:10:00,14.9,87
2025-10-08 17:20:00,14.8,87
2025-10-08 17:30:00,14.7,88
2025-10-08 17:40:00,14.7,88
2025-10-08 17:50:00,14.6,88
2025-10-08 18:00:00,14.5,88
2025-10-08 18:10:00,14.4,88
2025-10-08 18:20:00,14.4,89
2025-10-08 18:30:00,14.3,89
2025-10-08 18:40:00,14.3,89
2025-10-08 18:50:00,14.2,90
2025-10-08 19:00:00,14.2,90
2025-10-08 19:10:00,14.1,91
2025-10-08 19:20:00,14.1,91
2025-10-08 19:30:00,14,91
2025-10-08 19:40:00,13.9,91
2025-10-08 19:50:00,13.9,92
2025-10-08 20:00:00,13.9,92
2025-10-08 20:10:00,13.9,92
2025-10-08 20:20:00,13.9,92
2025-10-08 20:30:00,13.9,92
2025-10-08 20:40:00,13.7,92
2025-10-08 20:50:00,13.4,92
2025-10-08 21:00:00,12.9,91
2025-10-08 21:10:00,12.6,92
2025-10-08 21:20:00,12.4,93
2025-10-08 21:30:00,12.4,94
2025-10-08 21:40:00,12.1,93
2025-10-08 21:50:00,11.8,94
2025-10-08 22:00:00,11.7,95
2025-10-08 22:10:00,11.7,95
2025-10-08 22:20:00,11.6,95
2025-10-08 22:30:00,11.6,95
2025-10-08 22:40:00,11.6,96
2025-10-08 22:50:00,11.6,96
2025-10-08 23:00:00,11.7,96
2025-10-08 23:10:00,11.8,96
2025-10-08 23:20:00,11.8,96
2025-10-08 23:30:00,11.9,96
2025-10-08 23:40:00,12,96
2025-10-08 23:50:00,12.1,96
2025-10-09 00:00:00,12,96
2025-10-09 00:10:00,11.8,96
2025-10-09 00:20:00,11.7,96
2025-10-09 00:30:00,11.5,96
2025-10-09 00:40:00,11.1,95
2025-10-09 00:50:00,10.8,96
2025-10-09 01:00:00,10.6,96
2025-10-09 01:10:00,10.4,96
2025-10-09 01:20:00,10,96
2025-10-09 01:30:00,9.7,96
2025-10-09 01:40:00,9.8,97
2025-10-09 01:50:00,9.9,97
2025-10-09 02:00:00,9.5,96
2025-10-09 02:10:00,9.2,96
2025-10-09 02:20:00,9,96
2025-10-09 02:30:00,8.8,96
2025-10-09 02:40:00,8.6,96
2025-10-09 02:50:00,8.6,97
2025-10-09 03:00:00,8.6,97
2025-10-09 03:10:00,8.4,97
2025-10-09 03:20:00,8.7,97
2025-10-09 03:30:00,8.7,97
2025-10-09 03:40:00,8.7,97
2025-10-09 03:50:00,8.7,97
2025-10-09 04:00:00,8.9,98
2025-10-09 04:10:00,9.2,98
2025-10-09 04:20:00,9.4,98
2025-10-09 04:30:00,9.6,98
2025-10-09 04:40:00,9.7,98
2025-10-09 04:50:00,9.7,98
2025-10-09 05:00:00,9.7,98
2025-10-09 05:10:00,9.4,97
2025-10-09 05:20:00,9.4,98
2025-10-09 05:30:00,9.4,98
2025-10-09 05:40:00,9.3,98
2025-10-09 05:50:00,9.4,98
2025-10-09 06:00:00,9.9,99
2025-10-09 06:10:00,10.2,98
2025-10-09 06:20:00,10.8,99
2025-10-09 06:30:00,11.2,99
2025-10-09 06:40:00,11.3,98
2025-10-09 06:50:00,11.1,98
2025-10-09 07:00:00,10.9,98
2025-10-09 07:10:00,10.9,98
2025-10-09 07:20:00,11.2,99
2025-10-09 07:30:00,11.4,98
2025-10-09 07:40:00,11.8,99
2025-10-09 07:50:00,12.4,99
2025-10-09 08:00:00,13.4,100
2025-10-09 08:10:00,13.7,99
2025-10-09 08:20:00,13.9,99
2025-10-09 08:30:00,14.4,99
2025-10-09 08:40:00,14.7,99
2025-10-09 08:50:00,14.9,98
2025-10-09 09:00:00,15.2,98
2025-10-09 09:10:00,15.4,98
2025-10-09 09:20:00,15.6,97
2025-10-09 09:30:00,15.9,96
2025-10-09 09:40:00,16.1,93
2025-10-09 09:50:00,16.4,92
2025-10-09 10:00:00,16.4,91
2025-10-09 10:10:00,16.6,90
2025-10-09 10:20:00,16.6,90
2025-10-09 10:30:00,16.7,91
2025-10-09 10:40:00,17.2,89
2025-10-09 10:50:00,16.8,86
2025-10-09 11:00:00,16.8,86
2025-10-09 11:10:00,17.1,86
2025-10-09 11:20:00,17.4,85
2025-10-09 11:30:00,17,84
2025-10-09 11:40:00,16.9,85
2025-10-09 11:50:00,16.9,85
2025-10-09 12:00:00,16.9,85
2025-10-09 12:10:00,16.9,86
2025-10-09 12:20:00,16.9,85
2025-10-09 12:30:00,17,83
2025-10-09 12:40:00,17.6,83
2025-10-09 12:50:00,17.7,80
2025-10-09 13:00:00,17.4,81
2025-10-09 13:10:00,17.6,81
2025-10-09 13:20:00,17.5,81
2025-10-09 13:30:00,17.8,80
2025-10-09 13:40:00,17.7,80
2025-10-09 13:50:00,17,81
2025-10-09 14:00:00,17.1,82
2025-10-09 14:10:00,17.1,82
2025-10-09 14:20:00,17,82
2025-10-09 14:30:00,16.8,81
2025-10-09 14:40:00,17,80
2025-10-09 14:50:00,17.2,80
2025-10-09 15:00:00,16.9,79
2025-10-09 15:10:00,16.7,80
2025-10-09 15:20:00,16.7,80
2025-10-09 15:30:00,16.4,80
2025-10-09 15:40:00,16,82
2025-10-09 15:50:00,15.8,83
2025-10-09 16:00:00,15.7,84
2025-10-09 16:10:00,15.5,85
2025-10-09 16:20:00,15.4,85
2025-10-09 16:30:00,15.3,85
2025-10-09 16:40:00,15.2,86
2025-10-09 16:50:00,15.1,86
2025-10-09 17:00:00,14.9,87
2025-10-09 17:10:00,14.7,87
2025-10-09 17:20:00,14.4,87
2025-10-09 17:30:00,14.1,88
2025-10-09 17:40:00,13.6,88
2025-10-09 17:50:00,13.3,89
2025-10-09 18:00:00,13.2,90
2025-10-09 18:10:00,13.1,91
2025-10-09 18:20:00,13.1,92
2025-10-09 18:30:00,13,93
2025-10-09 18:40:00,13,93
2025-10-09 18:50:00,13.1,94
2025-10-09 19:00:00,13.2,94
2025-10-09 19:10:00,13.3,93
2025-10-09 19:20:00,13.4,93
2025-10-09 19:30:00,13.2,92
2025-10-09 19:40:00,12.9,91
2025-10-09 19:50:00,12.5,91
2025-10-09 20:00:00,12.2,92
2025-10-09 20:10:00,11.8,92
2025-10-09 20:20:00,11.5,92
2025-10-09 20:30:00,11.2,92
2025-10-09 20:40:00,10.9,93
2025-10-09 20:50:00,10.7,93
2025-10-09 21:00:00,10.4,93
2025-10-09 21:10:00,10.3,94
2025-10-09 21:20:00,10.2,94
2025-10-09 21:30:00,10,94
2025-10-09 21:40:00,9.8,95
2025-10-09 21:50:00,9.9,95
2025-10-09 22:00:00,9.9,95
2025-10-09 22:10:00,9.7,95
2025-10-09 22:20:00,9.5,95
2025-10-09 22:30:00,9.3,95
2025-10-09 22:40:00,9.3,96
2025-10-09 22:50:00,9.3,96
2025-10-09 23:00:00,9.3,96
2025-10-09 23:10:00,9.3,96
2025-10-09 23:20:00,9,95
2025-10-09 23:30:00,8.9,96
2025-10-09 23:40:00,8.9,96
2025-10-09 23:50:00,8.9,96
2025-10-10 00:00:00,8.8,96
2025-10-10 00:10:00,8.8,96
2025-10-10 00:20:00,8.6,96
2025-10-10 00:30:00,8.5,96
2025-10-10 00:40:00,8.4,96
2025-10-10 00:50:00,8.4,97
2025-10-10 01:00:00,8.3,97
2025-10-10 01:10:00,8.5,97
2025-10-10 01:20:00,8.8,98
2025-10-10 01:30:00,9.2,98
2025-10-10 01:40:00,9.6,98
2025-10-10 01:50:00,10,98
2025-10-10 02:00:00,10.2,98
2025-10-10 02:10:00,10.4,98
2025-10-10 02:20:00,10.4,98
2025-10-10 02:30:00,10.4,98
2025-10-10 02:40:00,10.5,98
2025-10-10 02:50:00,10.6,98
2025-10-10 03:00:00,10.7,98
2025-10-10 03:10:00,10.8,98
2025-10-10 03:20:00,10.9,98
2025-10-10 03:30:00,11,98
2025-10-10 03:40:00,11.1,98
2025-10-10 03:50:00,11.2,98
2025-10-10 04:00:00,11.1,98
2025-10-10 04:10:00,11.2,98
2025-10-10 04:20:00,11.2,98
2025-10-10 04:30:00,11.3,98
2025-10-10 04:40:00,11.4,98
2025-10-10 04:50:00,11.6,98
2025-10-10 05:00:00,11.7,98
2025-10-10 05:10:00,11.7,98
2025-10-10 05:20:00,11.9,98
2025-10-10 05:30:00,11.9,98
2025-10-10 05:40:00,12.1,98
2025-10-10 05:50:00,12.2,98
2025-10-10 06:00:00,12.2,98
2025-10-10 06:10:00,12.2,98
2025-10-10 06:20:00,12.1,98
2025-10-10 06:30:00,12.2,98
2025-10-10 06:40:00,12.2,98
2025-10-10 06:50:00,12.3,98
2025-10-10 07:00:00,12.3,98
2025-10-10 07:10:00,12.3,97
2025-10-10 07:20:00,12.4,97
2025-10-10 07:30:00,12.6,97
2025-10-10 07:40:00,12.7,97
2025-10-10 07:50:00,12.8,96
2025-10-10 08:00:00,13.1,96
2025-10-10 08:10:00,13.1,95
2025-10-10 08:20:00,13.3,95
2025-10-10 08:30:00,13.5,95
2025-10-10 08:40:00,13.6,94
2025-10-10 08:50:00,13.8,94
2025-10-10 09:00:00,14,93
2025-10-10 09:10:00,14.1,93
2025-10-10 09:20:00,14.1,92
2025-10-10 09:30:00,14.2,91
2025-10-10 09:40:00,14.3,91
2025-10-10 09:50:00,14.2,89
2025-10-10 10:00:00,14.4,90
2025-10-10 10:10:00,14.4,89
2025-10-10 10:20:00,14.4,89
2025-10-10 10:30:00,14.4,89
2025-10-10 10:40:00,14.6,89
2025-10-10 10:50:00,14.7,88
2025-10-10 11:00:00,14.7,88
2025-10-10 11:10:00,14.7,88
2025-10-10 11:20:00,14.8,87
2025-10-10 11:30:00,14.8,87
2025-10-10 11:40:00,14.9,87
2025-10-10 11:50:00,14.8,87
2025-10-10 12:00:00,14.9,87
2025-10-10 12:10:00,14.9,86
2025-10-10 12:20:00,14.8,86
2025-10-10 12:30:00,15,86
2025-10-10 12:40:00,15.1,86
2025-10-10 12:50:00,14.9,86
2025-10-10 13:00:00,14.9,86
2025-10-10 13:10:00,14.8,86
2025-10-10 13:20:00,14.9,86
2025-10-10 13:30:00,14.9,86
2025-10-10 13:40:00,14.8,86
2025-10-10 13:50:00,14.7,86
2025-10-10 14:00:00,14.7,87
2025-10-10 14:10:00,14.7,87
2025-10-10 14:20:00,14.7,87
2025-10-10 14:30:00,14.7,88
2025-10-10 14:40:00,14.7,87
2025-10-10 14:50:00,14.8,88
2025-10-10 15:00:00,14.8,88
2025-10-10 15:10:00,14.7,87
2025-10-10 15:20:00,14.7,87
2025-10-10 15:30:00,14.7,87
2025-10-10 15:40:00,14.6,87
2025-10-10 15:50:00,14.6,87
2025-10-10 16:00:00,14.6,87
2025-10-10 16:10:00,14.5,87
2025-10-10 16:20:00,14.5,88
2025-10-10 16:30:00,14.4,88
2025-10-10 16:40:00,14.3,88
2025-10-10 16:50:00,14.3,89
2025-10-10 17:00:00,14.2,88
2025-10-10 17:10:00,14.1,88
2025-10-10 17:20:00,14.1,89
2025-10-10 17:30:00,14.1,89
2025-10-10 17:40:00,14.1,89
2025-10-10 17:50:00,14,89
2025-10-10 18:00:00,13.9,89
2025-10-10 18:10:00,13.9,89
2025-10-10 18:20:00,13.9,89
2025-10-10 18:30:00,13.8,89
2025-10-10 18:40:00,13.8,90
2025-10-10 18:50:00,13.7,90
2025-10-10 19:00:00,13.7,90
2025-10-10 19:10:00,13.6,90
2025-10-10 19:20:00,13.6,90
2025-10-10 19:30:00,13.6,90
2025-10-10 19:40:00,13.6,89
2025-10-10 19:50:00,13.5,89
2025-10-10 20:00:00,13.6,89
2025-10-10 20:10:00,13.6,89
2025-10-10 20:20:00,13.6,89
2025-10-10 20:30:00,13.5,89
2025-10-10 20:40:00,13.5,90
2025-10-10 20:50:00,13.4,90
2025-10-10 21:00:00,13.4,90
2025-10-10 21:10:00,13.3,91
2025-10-10 21:20:00,13.3,90
2025-10-10 21:30:00,13.3,90
2025-10-10 21:40:00,13.2,90
2025-10-10 21:50:00,13.2,90
2025-10-10 22:00:00,13.2,89
2025-10-10 22:10:00,13.2,89
2025-10-10 22:20:00,13.2,90
2025-10-10 22:30:00,13.1,90
2025-10-10 22:40:00,13.1,90
2025-10-10 22:50:00,12.9,90
2025-10-10 23:00:00,12.9,91
2025-10-10 23:10:00,12.9,91
2025-10-10 23:20:00,12.8,91
2025-10-10 23:30:00,12.8,91
2025-10-10 23:50:00,12.8,91
2025-10-11 00:00:00,12.7,91
2025-10-11 00:10:00,12.7,91
2025-10-11 00:20:00,12.6,91
2025-10-11 00:30:00,12.4,91
2025-10-11 00:40:00,12.4,91
2025-10-11 00:50:00,12.4,91
2025-10-11 01:00:00,12.4,91
2025-10-11 01:10:00,12.3,91
2025-10-11 01:20:00,12.3,91
2025-10-11 01:30:00,12.3,91
2025-10-11 01:40:00,12.3,91
2025-10-11 01:50:00,12.3,91
2025-10-11 02:00:00,12.2,91
2025-10-11 02:10:00,12.1,91
2025-10-11 02:20:00,12.1,91
2025-10-11 02:30:00,12.1,91
2025-10-11 02:40:00,12.1,91
2025-10-11 02:50:00,12,92
2025-10-11 03:00:00,12,92
2025-10-11 03:10:00,11.9,92
2025-10-11 03:20:00,11.8,92
2025-10-11 03:30:00,11.8,92
2025-10-11 03:40:00,11.8,92
2025-10-11 03:50:00,11.8,93
2025-10-11 04:00:00,11.8,93
2025-10-11 04:10:00,11.8,93
2025-10-11 04:20:00,11.8,93
2025-10-11 04:30:00,11.8,93
2025-10-11 04:40:00,11.8,93
2025-10-11 04:50:00,11.8,93
2025-10-11 05:00:00,11.8,93
2025-10-11 05:10:00,11.8,93
2025-10-11 05:20:00,11.8,93
2025-10-11 05:30:00,11.8,93
2025-10-11 05:40:00,11.7,93
2025-10-11 05:50:00,11.7,93
2025-10-11 06:00:00,11.7,94
2025-10-11 06:10:00,11.7,94
2025-10-11 06:20:00,11.6,94
2025-10-11 06:30:00,11.5,94
2025-10-11 06:40:00,11.5,94
2025-10-11 06:50:00,11.5,94
2025-10-11 07:00:00,11.5,94
2025-10-11 07:10:00,11.6,94
2025-10-11 07:20:00,11.6,94
2025-10-11 07:30:00,11.7,93
2025-10-11 07:40:00,11.8,93
2025-10-11 07:50:00,11.9,93
2025-10-11 08:00:00,11.9,93
2025-10-11 08:10:00,12,92
2025-10-11 08:20:00,12.1,92
2025-10-11 08:30:00,12.1,92
2025-10-11 08:40:00,12.3,91
2025-10-11 08:50:00,12.4,91
2025-10-11 09:00:00,12.4,91
2025-10-11 09:10:00,12.5,91
2025-10-11 09:20:00,12.4,92
2025-10-11 09:30:00,12.4,91
2025-10-11 09:40:00,12.4,91
2025-10-11 09:50:00,12.4,91
2025-10-11 10:00:00,12.6,92
2025-10-11 10:10:00,12.6,91
2025-10-11 10:20:00,12.6,91
2025-10-11 10:30:00,12.7,90
2025-10-11 10:40:00,12.8,90
2025-10-11 10:50:00,12.9,89
2025-10-11 11:00:00,13.1,89
2025-10-11 11:10:00,13.2,88
2025-10-11 11:20:00,13.3,88
2025-10-11 11:30:00,13.2,88
2025-10-11 11:40:00,13.1,89
2025-10-11 11:50:00,13.1,89
2025-10-11 12:00:00,12.9,89
2025-10-11 12:10:00,13,89
